Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
28,09034908;1;48,7363;0,02839;43,202;44,585;45,969;47,353;48,736;50,12;51,504;52,887;54,271
28,12320329;1;48,7398;0,02839;43,205;44,589;45,972;47,356;48,74;50,124;51,507;52,891;54,275
28,15605749;1;48,7434;0,02839;43,208;44,592;45,976;47,36;48,743;50,127;51,511;52,895;54,279
28,1889117;1;48,7469;0,02839;43,211;44,595;45,979;47,363;48,747;50,131;51,515;52,899;54,283
28,22176591;1;48,7505;0,02839;43,214;44,598;45,982;47,366;48,75;50,135;51,519;52,903;54,287
28,25462012;1;48,754;0,02839;43,217;44,602;45,986;47,37;48,754;50,138;51,522;52,906;54,291
28,28747433;1;48,7576;0,02839;43,221;44,605;45,989;47,373;48,758;50,142;51,526;52,91;54,295
28,32032854;1;48,7611;0,0284;43,222;44,607;45,991;47,376;48,761;50,146;51,531;52,916;54,3
28,35318275;1;48,7646;0,0284;43,225;44,61;45,995;47,38;48,765;50,15;51,534;52,919;54,304
28,38603696;1;48,7681;0,0284;43,228;44,613;45,998;47,383;48,768;50,153;51,538;52,923;54,308
28,41889117;1;48,7717;0,0284;43,231;44,616;46,001;47,387;48,772;50,157;51,542;52,927;54,312
28,45174538;1;48,7752;0,0284;43,234;44,62;46,005;47,39;48,775;50,16;51,546;52,931;54,316
28,48459959;1;48,7787;0,0284;43,237;44,623;46,008;47,393;48,779;50,164;51,549;52,935;54,32
28,5174538;1;48,7822;0,0284;43,241;44,626;46,011;47,397;48,782;50,168;51,553;52,938;54,324
28,55030801;1;48,7857;0,02841;43,242;44,628;46,014;47,4;48,786;50,172;51,558;52,944;54,33
28,58316222;1;48,7892;0,02841;43,245;44,631;46,017;47,403;48,789;50,175;51,561;52,948;54,334
28,61601643;1;48,7927;0,02841;43,248;44,634;46,02;47,406;48,793;50,179;51,565;52,951;54,338
28,64887064;1;48,7962;0,02841;43,251;44,637;46,024;47,41;48,796;50,183;51,569;52,955;54,341
28,68172485;1;48,7996;0,02841;43,254;44,64;46,027;47,413;48,8;50,186;51,572;52,959;54,345
28,71457906;1;48,8031;0,02841;43,257;44,644;46,03;47,417;48,803;50,19;51,576;52,963;54,349
28,74743326;1;48,8066;0,02841;43,26;44,647;46,033;47,42;48,807;50,193;51,58;52,966;54,353
28,78028747;1;48,81;0,02842;43,261;44,648;46,036;47,423;48,81;50,197;51,584;52,972;54,359
28,81314168;1;48,8135;0,02842;43,264;44,652;46,039;47,426;48,814;50,201;51,588;52,975;54,363
28,84599589;1;48,8169;0,02842;43,267;44,655;46,042;47,43;48,817;50,204;51,592;52,979;54,366
28,8788501;1;48,8204;0,02842;43,27;44,658;46,045;47,433;48,82;50,208;51,595;52,983;54,37
28,91170431;1;48,8238;0,02842;43,274;44,661;46,049;47,436;48,824;50,211;51,599;52,987;54,374
28,94455852;1;48,8273;0,02842;43,277;44,664;46,052;47,44;48,827;50,215;51,603;52,99;54,378
28,97741273;1;48,8307;0,02842;43,28;44,667;46,055;47,443;48,831;50,218;51,606;52,994;54,382
29,01026694;1;48,8341;0,02843;43,281;44,669;46,057;47,446;48,834;50,222;51,611;52,999;54,388
29,04312115;1;48,8376;0,02843;43,284;44,672;46,061;47,449;48,838;50,226;51,615;53,003;54,391
29,07597536;1;48,841;0,02843;43,287;44,675;46,064;47,452;48,841;50,23;51,618;53,007;54,395
29,10882957;1;48,8444;0,02843;43,29;44,678;46,067;47,456;48,844;50,233;51,622;53,01;54,399
29,14168378;1;48,8478;0,02843;43,293;44,682;46,07;47,459;48,848;50,237;51,625;53,014;54,403
