Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
7,983572895;1;43,3589;0,03063;38,047;39,375;40,703;42,031;43,359;44,687;46,015;47,343;48,671
8,016427105;1;43,3753;0,03063;38,061;39,39;40,718;42,047;43,375;44,704;46,032;47,361;48,69
8,049281314;1;43,3915;0,03063;38,075;39,404;40,733;42,062;43,392;44,721;46,05;47,379;48,708
8,082135524;1;43,4077;0,03062;38,091;39,42;40,749;42,079;43,408;44,737;46,066;47,395;48,724
8,114989733;1;43,4239;0,03062;38,105;39,435;40,765;42,094;43,424;44,754;46,083;47,413;48,742
8,147843943;1;43,4399;0,03062;38,119;39,45;40,78;42,11;43,44;44,77;46,1;47,43;48,76
8,180698152;1;43,4559;0,03061;38,135;39,465;40,796;42,126;43,456;44,786;46,116;47,446;48,777
8,213552361;1;43,4717;0,03061;38,149;39,48;40,81;42,141;43,472;44,802;46,133;47,464;48,794
8,246406571;1;43,4876;0,03061;38,163;39,494;40,825;42,156;43,488;44,819;46,15;47,481;48,812
8,27926078;1;43,5033;0,0306;38,178;39,51;40,841;42,172;43,503;44,835;46,166;47,497;48,828
8,31211499;1;43,5189;0,0306;38,192;39,524;40,856;42,187;43,519;44,851;46,182;47,514;48,846
8,344969199;1;43,5345;0,0306;38,206;39,538;40,87;42,202;43,534;44,867;46,199;47,531;48,863
8,377823409;1;43,55;0,03059;38,221;39,553;40,886;42,218;43,55;44,882;46,214;47,547;48,879
8,410677618;1;43,5654;0,03059;38,235;39,567;40,9;42,233;43,565;44,898;46,231;47,563;48,896
8,443531828;1;43,5808;0,03059;38,248;39,581;40,915;42,248;43,581;44,914;46,247;47,58;48,913
8,476386037;1;43,5961;0,03058;38,263;39,597;40,93;42,263;43,596;44,929;46,262;47,596;48,929
8,509240246;1;43,6113;0,03058;38,277;39,61;40,944;42,278;43,611;44,945;46,279;47,612;48,946
8,542094456;1;43,6264;0,03058;38,29;39,624;40,958;42,292;43,626;44,96;46,295;47,629;48,963
8,574948665;1;43,6415;0,03057;38,305;39,639;40,973;42,307;43,642;44,976;46,31;47,644;48,978
8,607802875;1;43,6564;0,03057;38,318;39,653;40,987;42,322;43,656;44,991;46,326;47,66;48,995
8,640657084;1;43,6714;0,03057;38,331;39,666;41,001;42,336;43,671;45,006;46,341;47,677;49,012
8,673511294;1;43,6862;0,03056;38,346;39,681;41,016;42,351;43,686;45,021;46,356;47,691;49,026
8,706365503;1;43,701;0,03056;38,359;39,694;41,03;42,365;43,701;45,037;46,372;47,708;49,043
8,739219713;1;43,7157;0,03056;38,372;39,708;41,044;42,38;43,716;45,052;46,388;47,724;49,06
8,772073922;1;43,7303;0,03055;38,386;39,722;41,058;42,394;43,73;45,066;46,402;47,738;49,074
8,804928131;1;43,7449;0,03055;38,399;39,736;41,072;42,408;43,745;45,081;46,418;47,754;49,091
8,837782341;1;43,7594;0,03055;38,412;39,749;41,086;42,423;43,759;45,096;46,433;47,77;49,107
8,87063655;1;43,7738;0,03054;38,426;39,763;41,1;42,437;43,774;45,111;46,448;47,784;49,121
8,90349076;1;43,7882;0,03054;38,439;39,776;41,114;42,451;43,788;45,125;46,463;47,8;49,137
8,936344969;1;43,8025;0,03054;38,452;39,789;41,127;42,465;43,802;45,14;46,478;47,816;49,153
8,969199179;1;43,8167;0,03053;38,466;39,804;41,141;42,479;43,817;45,154;46,492;47,83;49,168
9,002053388;1;43,8309;0,03053;38,478;39,816;41,155;42,493;43,831;45,169;46,507;47,845;49,184
9,034907598;1;43,845;0,03053;38,491;39,829;41,168;42,506;43,845;45,184;46,522;47,861;49,199
9,067761807;1;43,859;0,03052;38,505;39,843;41,182;42,52;43,859;45,198;46,536;47,875;49,213
9,100616016;1;43,873;0,03052;38,517;39,856;41,195;42,534;43,873;45,212;46,551;47,89;49,229
9,133470226;1;43,8869;0,03052;38,529;39,869;41,208;42,547;43,887;45,226;46,566;47,905;49,245
9,166324435;1;43,9007;0,03051;38,543;39,882;41,222;42,561;43,901;45,24;46,58;47,919;49,258
9,199178645;1;43,9145;0,03051;38,555;39,895;41,235;42,575;43,914;45,254;46,594;47,934;49,274
9,232032854;1;43,9282;0,03051;38,567;39,907;41,248;42,588;43,928;45,268;46,609;47,949;49,289
9,264887064;1;43,9419;0,0305;38,581;39,921;41,261;42,602;43,942;45,282;46,622;47,963;49,303
9,297741273;1;43,9555;0,0305;38,593;39,934;41,274;42,615;43,956;45,296;46,637;47,977;49,318
9,330595483;1;43,969;0,0305;38,605;39,946;41,287;42,628;43,969;45,31;46,651;47,992;49,333
9,363449692;1;43,9824;0,03049;38,618;39,959;41,3;42,641;43,982;45,323;46,664;48,005;49,346
9,396303901;1;43,9959;0,03049;38,63;39,972;41,313;42,654;43,996;45,337;46,679;48,02;49,362
9,429158111;1;44,0092;0,03049;38,642;39,984;41,326;42,667;44,009;45,351;46,693;48,035;49,377
9,46201232;1;44,0225;0,03049;38,654;39,996;41,338;42,68;44,022;45,365;46,707;48,049;49,391
9,49486653;1;44,0357;0,03048;38,667;40,009;41,351;42,693;44,036;45,378;46,72;48,062;49,405
9,527720739;1;44,0489;0,03048;38,678;40,021;41,364;42,706;44,049;45,392;46,734;48,077;49,419
9,560574949;1;44,062;0,03048;38,69;40,033;41,376;42,719;44,062;45,405;46,748;48,091;49,434
9,593429158;1;44,0751;0,03047;38,703;40,046;41,389;42,732;44,075;45,418;46,761;48,104;49,447
9,626283368;1;44,088;0,03047;38,715;40,058;41,401;42,745;44,088;45,431;46,775;48,118;49,461
9,659137577;1;44,101;0,03047;38,726;40,07;41,413;42,757;44,101;45,445;46,789;48,132;49,476
9,691991786;1;44,1139;0,03046;38,739;40,083;41,426;42,77;44,114;45,458;46,801;48,145;49,489
9,724845996;1;44,1267;0,03046;38,75;40,094;41,439;42,783;44,127;45,471;46,815;48,159;49,503
9,757700205;1;44,1395;0,03046;38,762;40,106;41,451;42,795;44,14;45,484;46,828;48,173;49,517
9,790554415;1;44,1522;0,03045;38,774;40,119;41,463;42,808;44,152;45,497;46,841;48,186;49,53
9,823408624;1;44,1648;0,03045;38,786;40,13;41,475;42,82;44,165;45,51;46,854;48,199;49,544
9,856262834;1;44,1774;0,03045;38,797;40,142;41,487;42,832;44,177;45,523;46,868;48,213;49,558
9,889117043;1;44,19;0,03045;38,808;40,153;41,499;42,844;44,19;45,536;46,881;48,227;49,572
9,921971253;1;44,2025;0,03044;38,82;40,166;41,511;42,857;44,202;45,548;46,894;48,239;49,585
9,954825462;1;44,2149;0,03044;38,831;40,177;41,523;42,869;44,215;45,561;46,907;48,253;49,599
9,987679671;1;44,2273;0,03044;38,842;40,188;41,535;42,881;44,227;45,574;46,92;48,266;49,612
10,02053388;1;44,2396;0,03043;38,855;40,201;41,547;42,893;44,24;45,586;46,932;48,278;49,624
10,05338809;1;44,2519;0,03043;38,866;40,212;41,559;42,905;44,252;45,598;46,945;48,292;49,638
10,0862423;1;44,2641;0,03043;38,876;40,223;41,57;42,917;44,264;45,611;46,958;48,305;49,652
10,11909651;1;44,2763;0,03043;38,887;40,234;41,582;42,929;44,276;45,624;46,971;48,318;49,666
10,15195072;1;44,2884;0,03042;38,899;40,247;41,594;42,941;44,288;45,636;46,983;48,33;49,677
10,18480493;1;44,3005;0,03042;38,91;40,258;41,605;42,953;44,3;45,648;46,996;48,343;49,691
10,21765914;1;44,3125;0,03042;38,921;40,269;41,617;42,965;44,312;45,66;47,008;48,356;49,704
10,25051335;1;44,3245;0,03041;38,933;40,281;41,629;42,977;44,324;45,672;47,02;48,368;49,716
10,28336756;1;44,3364;0,03041;38,943;40,292;41,64;42,988;44,336;45,685;47,033;48,381;49,729
10,31622177;1;44,3483;0,03041;38,954;40,302;41,651;43;44,348;45,697;47,046;48,394;49,743
10,34907598;1;44,3601;0,0304;38,966;40,314;41,663;43,012;44,36;45,709;47,057;48,406;49,754
10,38193018;1;44,3719;0,0304;38,976;40,325;41,674;43,023;44,372;45,721;47,07;48,419;49,768
10,41478439;1;44,3836;0,0304;38,987;40,336;41,685;43,034;44,384;45,733;47,082;48,431;49,781
10,4476386;1;44,3952;0,0304;38,997;40,346;41,696;43,046;44,395;45,745;47,094;48,444;49,794
10,48049281;1;44,4069;0,03039;39,009;40,358;41,708;43,057;44,407;45,756;47,106;48,455;49,805
10,51334702;1;44,4184;0,03039;39,019;40,369;41,719;43,069;44,418;45,768;47,118;48,468;49,818
10,54620123;1;44,43;0,03039;39,029;40,379;41,73;43,08;44,43;45,78;47,13;48,481;49,831
10,57905544;1;44,4414;0,03038;39,041;40,391;41,741;43,091;44,441;45,792;47,142;48,492;49,842
10,61190965;1;44,4529;0,03038;39,051;40,401;41,752;43,102;44,453;45,803;47,154;48,504;49,855
10,64476386;1;44,4643;0,03038;39,061;40,412;41,763;43,113;44,464;45,815;47,166;48,517;49,868
10,67761807;1;44,4756;0,03038;39,071;40,422;41,773;43,124;44,476;45,827;47,178;48,529;49,88
10,71047228;1;44,4869;0,03037;39,083;40,434;41,785;43,136;44,487;45,838;47,189;48,54;49,891
10,74332649;1;44,4981;0,03037;39,092;40,444;41,795;43,147;44,498;45,85;47,201;48,552;49,904
10,7761807;1;44,5093;0,03037;39,102;40,454;41,806;43,158;44,509;45,861;47,213;48,565;49,916
10,80903491;1;44,5205;0,03037;39,112;40,464;41,816;43,168;44,52;45,873;47,225;48,577;49,929
10,84188912;1;44,5316;0,03036;39,124;40,476;41,828;43,18;44,532;45,884;47,236;48,588;49,94
10,87474333;1;44,5427;0,03036;39,133;40,486;41,838;43,19;44,543;45,895;47,247;48,6;49,952
10,90759754;1;44,5537;0,03036;39,143;40,496;41,848;43,201;44,554;45,906;47,259;48,612;49,964
10,94045175;1;44,5646;0,03035;39,154;40,507;41,86;43,212;44,565;45,917;47,27;48,622;49,975
10,97330595;1;44,5756;0,03035;39,164;40,517;41,87;43,223;44,576;45,928;47,281;48,634;49,987
11,00616016;1;44,5865;0,03035;39,174;40,527;41,88;43,233;44,586;45,94;47,293;48,646;49,999
11,03901437;1;44,5973;0,03035;39,183;40,537;41,89;43,244;44,597;45,951;47,304;48,658;50,011
11,07186858;1;44,6081;0,03034;39,194;40,548;41,901;43,255;44,608;45,962;47,315;48,668;50,022
11,10472279;1;44,6189;0,03034;39,204;40,558;41,911;43,265;44,619;45,973;47,326;48,68;50,034
11,137577;1;44,6296;0,03034;39,213;40,567;41,921;43,276;44,63;45,984;47,338;48,692;50,046
11,17043121;1;44,6402;0,03034;39,223;40,577;41,931;43,286;44,64;45,995;47,349;48,703;50,058
11,20328542;1;44,6509;0,03033;39,234;40,588;41,942;43,297;44,651;46,005;47,359;48,714;50,068
11,23613963;1;44,6615;0,03033;39,243;40,598;41,952;43,307;44,662;46,016;47,371;48,725;50,08
11,26899384;1;44,672;0,03033;39,252;40,607;41,962;43,317;44,672;46,027;47,382;48,737;50,092
11,30184805;1;44,6825;0,03032;39,263;40,618;41,973;43,328;44,682;46,037;47,392;48,747;50,102
11,33470226;1;44,693;0,03032;39,273;40,628;41,983;43,338;44,693;46,048;47,403;48,758;50,113
11,36755647;1;44,7034;0,03032;39,282;40,637;41,993;43,348;44,703;46,059;47,414;48,77;50,125
11,40041068;1;44,7138;0,03032;39,291;40,647;42,002;43,358;44,714;46,07;47,425;48,781;50,137
11,43326489;1;44,7241;0,03031;39,302;40,657;42,013;43,369;44,724;46,08;47,435;48,791;50,146
11,4661191;1;44,7344;0,03031;39,311;40,667;42,023;43,379;44,734;46,09;47,446;48,802;50,158
11,49897331;1;44,7447;0,03031;39,32;40,676;42,032;43,388;44,745;46,101;47,457;48,813;50,17
11,53182752;1;44,7549;0,03031;39,329;40,685;42,042;43,398;44,755;46,111;47,468;48,824;50,181
11,56468172;1;44,7651;0,0303;39,34;40,696;42,052;43,409;44,765;46,121;47,478;48,834;50,191
11,59753593;1;44,7752;0,0303;39,348;40,705;42,062;43,419;44,775;46,132;47,489;48,845;50,202
11,63039014;1;44,7853;0,0303;39,357;40,714;42,071;43,428;44,785;46,142;47,499;48,856;50,213
11,66324435;1;44,7954;0,0303;39,366;40,723;42,081;43,438;44,795;46,153;47,51;48,867;50,225
11,69609856;1;44,8054;0,03029;39,377;40,734;42,091;43,448;44,805;46,163;47,52;48,877;50,234
11,72895277;1;44,8154;0,03029;39,386;40,743;42,1;43,458;44,815;46,173;47,53;48,888;50,245
11,76180698;1;44,8254;0,03029;39,394;40,752;42,11;43,468;44,825;46,183;47,541;48,899;50,256
11,79466119;1;44,8353;0,03028;39,405;40,762;42,12;43,478;44,835;46,193;47,551;48,908;50,266
11,8275154;1;44,8452;0,03028;39,414;40,771;42,129;43,487;44,845;46,203;47,561;48,919;50,277
