Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
2.858316222;0.0474;5.7539;0.1266;3.384;3.922;4.46;5.068;5.754;6.528;7.401;8.384;9.367
2.891170431;0.0457;5.7755;0.12651;3.399;3.938;4.478;5.087;5.776;6.552;7.428;8.414;9.401
2.924024641;0.044;5.7969;0.12641;3.414;3.955;4.496;5.107;5.797;6.576;7.454;8.444;9.433
2.95687885;0.0424;5.8181;0.12631;3.428;3.971;4.513;5.126;5.818;6.599;7.48;8.473;9.466
2.98973306;0.0407;5.8393;0.12622;3.443;3.987;4.531;5.145;5.839;6.623;7.506;8.503;9.499
3.022587269;0.0391;5.8602;0.12613;3.457;4.003;4.548;5.164;5.86;6.646;7.532;8.532;9.531
3.055441478;0.0375;5.881;0.12604;3.472;4.018;4.565;5.183;5.881;6.669;7.558;8.561;9.563
3.088295688;0.0358;5.9017;0.12595;3.486;4.034;4.582;5.202;5.902;6.692;7.584;8.59;9.596
3.121149897;0.0342;5.9223;0.12586;3.5;4.05;4.599;5.221;5.922;6.715;7.609;8.618;9.627
3.154004107;0.0327;5.9427;0.12577;3.515;4.065;4.616;5.239;5.943;6.737;7.634;8.647;9.659
3.186858316;0.0311;5.9629;0.12569;3.528;4.081;4.633;5.257;5.963;6.76;7.66;8.675;9.69
3.219712526;0.0295;5.9831;0.12561;3.542;4.096;4.65;5.276;5.983;6.782;7.685;8.703;9.722
3.252566735;0.0279;6.0031;0.12553;3.556;4.111;4.666;5.294;6.003;6.805;7.71;8.731;9.753
3.285420945;0.0264;6.0229;0.12545;3.57;4.126;4.683;5.312;6.023;6.826;7.734;8.759;9.784
3.318275154;0.0249;6.0426;0.12537;3.583;4.141;4.699;5.33;6.043;6.848;7.759;8.786;9.814
3.351129363;0.0233;6.0622;0.12529;3.597;4.156;4.715;5.347;6.062;6.87;7.783;8.814;9.845
3.383983573;0.0218;6.0817;0.12522;3.61;4.171;4.731;5.365;6.082;6.892;7.807;8.841;9.875
3.416837782;0.0203;6.101;0.12514;3.624;4.185;4.747;5.383;6.101;6.913;7.831;8.868;9.905
3.449691992;0.0188;6.1202;0.12507;3.637;4.2;4.763;5.4;6.12;6.935;7.855;8.895;9.935
3.482546201;0.0173;6.1393;0.125;3.65;4.214;4.779;5.417;6.139;6.956;7.879;8.922;9.965
3.515400411;0.0158;6.1582;0.12493;3.663;4.229;4.794;5.434;6.158;6.977;7.902;8.948;9.994
3.54825462;0.0144;6.1771;0.12486;3.676;4.243;4.81;5.451;6.177;6.998;7.926;8.975;10.024
3.58110883;0.0129;6.1958;0.12479;3.689;4.257;4.825;5.468;6.196;7.019;7.949;9.001;10.053
3.613963039;0.0114;6.2143;0.12472;3.702;4.271;4.841;5.485;6.214;7.039;7.972;9.027;10.082
3.646817248;0.01;6.2328;0.12466;3.714;4.285;4.856;5.502;6.233;7.06;7.995;9.053;10.111
3.679671458;0.0086;6.2511;0.12459;3.727;4.299;4.871;5.518;6.251;7.08;8.018;9.079;10.139
3.712525667;0.0071;6.2693;0.12453;3.739;4.313;4.886;5.535;6.269;7.1;8.041;9.104;10.168
3.745379877;0.0057;6.2874;0.12447;3.752;4.326;4.901;5.551;6.287;7.12;8.063;9.13;10.197
3.778234086;0.0043;6.3054;0.12441;3.764;4.34;4.916;5.568;6.305;7.141;8.086;9.155;10.225
3.811088296;0.0029;6.3232;0.12435;3.776;4.353;4.93;5.584;6.323;7.16;8.108;9.18;10.253
3.843942505;0.0015;6.341;0.12429;3.789;4.367;4.945;5.6;6.341;7.18;8.13;9.206;10.281
3.876796715;0.0001;6.3586;0.12423;3.801;4.38;4.96;5.616;6.359;7.2;8.152;9.23;10.309
3.909650924;-0.0013;6.3761;0.12417;3.813;4.394;4.974;5.632;6.376;7.219;8.174;9.255;10.336
3.942505133;-0.0026;6.3935;0.12412;3.825;4.407;4.988;5.647;6.394;7.239;8.196;9.28;10.364
3.975359343;-0.004;6.4108;0.12406;3.837;4.42;5.003;5.663;6.411;7.258;8.217;9.304;10.391
4.008213552;-0.0053;6.428;0.12401;3.848;4.433;5.017;5.679;6.428;7.277;8.239;9.328;10.418
4.041067762;-0.0067;6.445;0.12395;3.86;4.446;5.031;5.694;6.445;7.296;8.26;9.352;10.445
4.073921971;-0.008;6.462;0.1239;3.872;4.458;5.045;5.709;6.462;7.315;8.281;9.376;10.472
4.106776181;-0.0094;6.4788;0.12385;3.883;4.471;5.059;5.725;6.479;7.334;8.302;9.4;10.498
